variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_27484	1.00E-02	5.62E-01	5.29E-01	-1.10E-01	1.74E-01	3.65E-02	bad-chisq
group_27483	1.00E-02	5.62E-01	5.29E-01	-1.10E-01	1.74E-01	3.65E-02	bad-chisq
group_27482	1.00E-02	5.62E-01	5.29E-01	-1.10E-01	1.74E-01	3.65E-02	bad-chisq
group_27457	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_27452	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27451	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27449	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27448	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27447	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27446	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27444	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27443	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27442	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27441	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27440	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_27438	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27436	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27435	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27433	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27432	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27431	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27430	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27429	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27427	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27425	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27424	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27422	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27421	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27420	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27419	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27418	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27417	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27415	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27414	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27413	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27411	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27410	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27409	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27407	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27406	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27404	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27403	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27402	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27400	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27399	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27398	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27397	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27396	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27395	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27394	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27393	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27392	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27391	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27390	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27388	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27387	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27385	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_27384	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_26965	1.00E-02	5.62E-01	5.68E-01	-9.97E-02	1.74E-01	3.31E-02	bad-chisq
group_26955	1.00E-02	1.77E-07	1.11E-07	9.07E-01	1.67E-01	3.01E-01	bad-chisq
group_26954	1.00E-02	1.77E-07	1.11E-07	9.07E-01	1.67E-01	3.01E-01	bad-chisq
group_26925	1.00E-02	5.62E-01	6.06E-01	-9.03E-02	1.75E-01	2.99E-02	bad-chisq
group_26577	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.63E-02	bad-chisq
group_26560	1.00E-02	5.62E-01	5.79E-01	-9.71E-02	1.75E-01	3.22E-02	bad-chisq
group_26520	1.00E-02	1.77E-07	1.11E-07	9.07E-01	1.67E-01	3.01E-01	bad-chisq
group_26517	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_26516	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_26512	1.00E-02	1.77E-07	1.11E-07	9.07E-01	1.67E-01	3.01E-01	bad-chisq
group_26508	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_26507	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_26502	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_26350	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_26195	1.00E-02	5.62E-01	6.24E-01	-8.65E-02	1.76E-01	2.84E-02	bad-chisq
group_26188	1.00E-02	1.76E-01	1.78E-01	2.36E-01	1.75E-01	7.80E-02	bad-chisq
group_25932	1.00E-02	5.62E-01	5.78E-01	-9.74E-02	1.75E-01	3.23E-02	bad-chisq
group_25920	1.00E-02	5.62E-01	5.64E-01	-1.01E-01	1.74E-01	3.35E-02	bad-chisq
group_25883	1.00E-02	5.62E-01	6.27E-01	-8.60E-02	1.77E-01	2.81E-02	bad-chisq
group_25854	1.00E-02	5.62E-01	5.42E-01	-1.06E-01	1.74E-01	3.54E-02	bad-chisq
group_25833	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_25827	1.00E-02	5.62E-01	5.66E-01	-1.01E-01	1.75E-01	3.33E-02	bad-chisq
group_25804	1.00E-02	1.76E-01	1.79E-01	2.35E-01	1.74E-01	7.78E-02	bad-chisq
group_25774	1.00E-02	5.62E-01	5.61E-01	-1.01E-01	1.74E-01	3.37E-02	bad-chisq
group_25754	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_25721	1.00E-02	5.62E-01	5.50E-01	-1.04E-01	1.74E-01	3.46E-02	bad-chisq
group_25666	1.00E-02	1.76E-01	1.77E-01	2.35E-01	1.74E-01	7.82E-02	bad-chisq
group_25660	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.75E-01	3.45E-02	bad-chisq
group_25648	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_25566	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_25438	1.00E-02	5.62E-01	5.79E-01	-9.69E-02	1.75E-01	3.21E-02	bad-chisq
group_25410	1.00E-02	1.76E-01	1.81E-01	2.33E-01	1.74E-01	7.74E-02	bad-chisq
group_25383	1.00E-02	1.76E-01	1.91E-01	2.28E-01	1.74E-01	7.57E-02	bad-chisq
group_25361	1.00E-02	5.62E-01	6.51E-01	-8.12E-02	1.79E-01	2.62E-02	bad-chisq
group_25318	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_25313	1.00E-02	1.01E-03	9.60E-04	5.72E-01	1.71E-01	1.90E-01	bad-chisq
group_25307	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_25267	1.00E-02	1.76E-01	1.78E-01	2.36E-01	1.75E-01	7.80E-02	bad-chisq
group_25242	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_25186	1.00E-02	5.62E-01	5.37E-01	-1.08E-01	1.74E-01	3.57E-02	bad-chisq
group_25164	1.00E-02	5.62E-01	6.46E-01	-8.25E-02	1.79E-01	2.66E-02	bad-chisq
group_25131	1.00E-02	1.77E-07	1.23E-07	9.05E-01	1.67E-01	3.00E-01	bad-chisq
group_25092	1.00E-02	1.76E-01	1.88E-01	2.29E-01	1.74E-01	7.61E-02	bad-chisq
group_25064	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_25046	1.00E-02	1.76E-01	1.62E-01	2.44E-01	1.74E-01	8.09E-02	bad-chisq
group_25041	1.00E-02	1.77E-07	1.23E-07	9.05E-01	1.67E-01	3.00E-01	bad-chisq
group_24979	1.00E-02	5.62E-01	5.56E-01	-1.03E-01	1.74E-01	3.42E-02	bad-chisq
group_24978	1.00E-02	5.62E-01	5.46E-01	-1.05E-01	1.74E-01	3.50E-02	bad-chisq
group_24948	1.00E-02	1.76E-01	1.72E-01	2.38E-01	1.74E-01	7.91E-02	bad-chisq
group_24909	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.75E-01	3.45E-02	bad-chisq
group_24892	1.00E-02	5.62E-01	5.49E-01	-1.05E-01	1.74E-01	3.47E-02	bad-chisq
group_24874	1.00E-02	5.62E-01	6.82E-01	-7.66E-02	1.87E-01	2.37E-02	bad-chisq
group_24855	1.00E-02	5.62E-01	5.45E-01	-1.06E-01	1.75E-01	3.51E-02	bad-chisq
group_24832	1.00E-02	5.62E-01	6.38E-01	-8.31E-02	1.76E-01	2.73E-02	bad-chisq
group_24825	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_24779	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_24741	1.00E-02	1.76E-01	1.72E-01	2.38E-01	1.74E-01	7.91E-02	bad-chisq
group_24740	1.00E-02	5.62E-01	5.53E-01	-1.04E-01	1.74E-01	3.44E-02	bad-chisq
group_24714	1.00E-02	5.62E-01	5.32E-01	-1.09E-01	1.74E-01	3.62E-02	bad-chisq
group_24661	1.00E-02	5.62E-01	5.66E-01	-1.00E-01	1.74E-01	3.32E-02	bad-chisq
group_24615	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_24595	1.00E-02	5.62E-01	6.39E-01	-8.33E-02	1.77E-01	2.72E-02	bad-chisq
group_24594	1.00E-02	5.62E-01	5.59E-01	-1.02E-01	1.74E-01	3.39E-02	bad-chisq
group_24564	1.00E-02	5.62E-01	5.87E-01	-9.67E-02	1.78E-01	3.15E-02	bad-chisq
group_24540	1.00E-02	5.62E-01	5.96E-01	-9.26E-02	1.75E-01	3.07E-02	bad-chisq
group_24469	1.00E-02	1.76E-01	1.62E-01	2.44E-01	1.74E-01	8.09E-02	bad-chisq
group_24467	1.00E-02	1.76E-01	1.79E-01	2.34E-01	1.74E-01	7.78E-02	bad-chisq
group_24463	1.00E-02	5.62E-01	5.66E-01	-1.01E-01	1.75E-01	3.33E-02	bad-chisq
group_24461	1.00E-02	5.62E-01	5.60E-01	-1.02E-01	1.75E-01	3.38E-02	bad-chisq
group_24459	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_24417	1.00E-02	5.62E-01	5.84E-01	-9.57E-02	1.75E-01	3.18E-02	bad-chisq
group_24413	1.00E-02	5.62E-01	5.41E-01	-1.07E-01	1.74E-01	3.54E-02	bad-chisq
group_24410	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_24405	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_24384	1.00E-02	5.62E-01	5.62E-01	-1.01E-01	1.74E-01	3.36E-02	bad-chisq
group_24362	1.00E-02	1.76E-01	1.78E-01	2.36E-01	1.75E-01	7.80E-02	bad-chisq
group_24313	1.00E-02	5.62E-01	5.58E-01	-1.02E-01	1.74E-01	3.40E-02	bad-chisq
group_24278	1.00E-02	1.76E-01	1.76E-01	2.37E-01	1.74E-01	7.83E-02	bad-chisq
group_24268	1.00E-02	5.62E-01	5.46E-01	-1.05E-01	1.75E-01	3.50E-02	bad-chisq
group_24216	1.00E-02	1.76E-01	1.52E-01	2.55E-01	1.78E-01	8.29E-02	bad-chisq
group_24189	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_24139	1.00E-02	5.62E-01	5.91E-01	-9.56E-02	1.78E-01	3.11E-02	bad-chisq
group_24127	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_24126	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_24098	1.00E-02	5.62E-01	5.69E-01	-9.96E-02	1.74E-01	3.31E-02	bad-chisq
group_24081	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_24048	1.00E-02	5.62E-01	6.27E-01	-8.65E-02	1.78E-01	2.82E-02	bad-chisq
group_24038	1.00E-02	5.62E-01	6.44E-01	-8.20E-02	1.77E-01	2.68E-02	bad-chisq
group_23984	1.00E-02	5.62E-01	5.91E-01	-9.56E-02	1.78E-01	3.11E-02	bad-chisq
group_23978	1.00E-02	5.62E-01	5.63E-01	-1.01E-01	1.75E-01	3.35E-02	bad-chisq
group_23967	1.00E-02	1.76E-01	1.62E-01	2.44E-01	1.74E-01	8.09E-02	bad-chisq
group_23896	1.00E-02	1.76E-01	1.62E-01	2.44E-01	1.74E-01	8.09E-02	bad-chisq
group_23893	1.00E-02	5.62E-01	5.66E-01	-1.01E-01	1.75E-01	3.33E-02	bad-chisq
group_23891	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_23845	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_23828	1.00E-02	1.76E-01	1.90E-01	2.29E-01	1.74E-01	7.58E-02	bad-chisq
group_23825	1.00E-02	1.76E-01	1.73E-01	2.38E-01	1.74E-01	7.89E-02	bad-chisq
group_23776	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_23775	1.00E-02	5.62E-01	5.46E-01	-1.05E-01	1.75E-01	3.50E-02	bad-chisq
group_23755	1.00E-02	5.62E-01	5.69E-01	-9.93E-02	1.74E-01	3.30E-02	bad-chisq
group_23707	1.00E-02	5.62E-01	5.66E-01	-1.01E-01	1.75E-01	3.33E-02	bad-chisq
group_23704	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_23702	1.00E-02	5.62E-01	5.87E-01	-9.51E-02	1.75E-01	3.15E-02	bad-chisq
group_23640	1.00E-02	1.76E-01	1.90E-01	2.28E-01	1.74E-01	7.58E-02	bad-chisq
group_23627	1.00E-02	5.62E-01	6.82E-01	-7.66E-02	1.87E-01	2.37E-02	bad-chisq
group_23626	1.00E-02	5.62E-01	6.82E-01	-7.66E-02	1.87E-01	2.37E-02	bad-chisq
group_23618	1.00E-02	5.62E-01	5.95E-01	-9.45E-02	1.78E-01	3.08E-02	bad-chisq
group_23602	1.00E-02	1.76E-01	1.51E-01	2.56E-01	1.78E-01	8.30E-02	bad-chisq
group_23547	1.00E-02	5.62E-01	5.75E-01	-9.79E-02	1.75E-01	3.25E-02	bad-chisq
group_23484	1.00E-02	5.62E-01	5.68E-01	-9.96E-02	1.74E-01	3.31E-02	bad-chisq
group_23472	1.00E-02	1.76E-01	1.62E-01	2.44E-01	1.74E-01	8.09E-02	bad-chisq
group_23456	1.00E-02	5.62E-01	5.83E-01	-9.63E-02	1.75E-01	3.19E-02	bad-chisq
group_23454	1.00E-02	5.62E-01	5.47E-01	-1.05E-01	1.74E-01	3.49E-02	bad-chisq
group_23417	1.00E-02	5.62E-01	5.81E-01	-9.66E-02	1.75E-01	3.20E-02	bad-chisq
group_23379	1.00E-02	5.62E-01	5.95E-01	-9.45E-02	1.78E-01	3.08E-02	bad-chisq
group_23357	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_23349	1.00E-02	5.62E-01	5.46E-01	-1.05E-01	1.74E-01	3.50E-02	bad-chisq
group_23337	1.00E-02	5.62E-01	5.66E-01	-1.01E-01	1.75E-01	3.33E-02	bad-chisq
group_23320	1.00E-02	5.62E-01	5.95E-01	-9.45E-02	1.78E-01	3.08E-02	bad-chisq
group_23293	1.00E-02	5.62E-01	5.63E-01	-1.01E-01	1.75E-01	3.35E-02	bad-chisq
group_23292	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_23291	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_23282	1.00E-02	5.62E-01	5.61E-01	-1.01E-01	1.74E-01	3.37E-02	bad-chisq
group_23281	1.00E-02	5.62E-01	5.59E-01	-1.02E-01	1.74E-01	3.39E-02	bad-chisq
group_23157	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_23143	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_23119	1.00E-02	1.76E-01	1.76E-01	2.37E-01	1.74E-01	7.83E-02	bad-chisq
group_23115	1.00E-02	5.62E-01	6.27E-01	-8.65E-02	1.78E-01	2.82E-02	bad-chisq
group_23099	1.00E-02	5.62E-01	5.27E-01	-1.11E-01	1.75E-01	3.67E-02	bad-chisq
group_23083	1.00E-02	5.62E-01	5.79E-01	-9.71E-02	1.75E-01	3.22E-02	bad-chisq
group_23051	1.00E-02	5.62E-01	5.63E-01	-1.01E-01	1.75E-01	3.35E-02	bad-chisq
group_22978	1.00E-02	5.62E-01	6.38E-01	-8.31E-02	1.76E-01	2.73E-02	bad-chisq
group_22973	1.00E-02	5.62E-01	5.53E-01	-1.03E-01	1.74E-01	3.44E-02	bad-chisq
group_22933	1.00E-02	1.76E-01	1.56E-01	2.49E-01	1.75E-01	8.21E-02	bad-chisq
group_22931	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_22870	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_22858	1.00E-02	5.62E-01	5.58E-01	-1.02E-01	1.74E-01	3.39E-02	bad-chisq
group_22818	1.00E-02	1.01E-03	9.60E-04	5.72E-01	1.71E-01	1.90E-01	bad-chisq
group_22814	1.00E-02	5.62E-01	5.96E-01	-9.30E-02	1.75E-01	3.07E-02	bad-chisq
group_22799	1.00E-02	5.62E-01	5.66E-01	-1.01E-01	1.75E-01	3.33E-02	bad-chisq
group_22768	1.00E-02	5.62E-01	5.75E-01	-9.79E-02	1.75E-01	3.25E-02	bad-chisq
group_22766	1.00E-02	5.62E-01	6.53E-01	-7.97E-02	1.77E-01	2.60E-02	bad-chisq
group_22765	1.00E-02	5.62E-01	5.63E-01	-1.01E-01	1.75E-01	3.35E-02	bad-chisq
group_22754	1.00E-02	5.62E-01	5.69E-01	-9.95E-02	1.74E-01	3.30E-02	bad-chisq
group_22704	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_22692	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_22619	1.00E-02	5.62E-01	5.79E-01	-9.69E-02	1.75E-01	3.21E-02	bad-chisq
group_22594	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_22592	1.00E-02	1.76E-01	1.85E-01	2.31E-01	1.74E-01	7.67E-02	bad-chisq
group_22561	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.75E-01	3.45E-02	bad-chisq
group_22556	1.00E-02	1.76E-01	1.80E-01	2.34E-01	1.74E-01	7.77E-02	bad-chisq
group_22551	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_22532	1.00E-02	5.62E-01	5.83E-01	-9.63E-02	1.75E-01	3.19E-02	bad-chisq
group_22524	1.00E-02	5.62E-01	5.65E-01	-1.01E-01	1.75E-01	3.34E-02	bad-chisq
group_22497	1.00E-02	5.62E-01	5.78E-01	-9.74E-02	1.75E-01	3.23E-02	bad-chisq
group_22495	1.00E-02	5.62E-01	5.84E-01	-9.56E-02	1.75E-01	3.17E-02	bad-chisq
group_22457	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_22410	1.00E-02	1.76E-01	1.51E-01	2.56E-01	1.78E-01	8.30E-02	bad-chisq
group_22402	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_22384	1.00E-02	1.76E-01	1.69E-01	2.40E-01	1.74E-01	7.95E-02	bad-chisq
group_22354	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_22341	1.00E-02	5.62E-01	5.67E-01	-1.00E-01	1.75E-01	3.32E-02	bad-chisq
group_22339	1.00E-02	5.62E-01	6.39E-01	-8.33E-02	1.77E-01	2.72E-02	bad-chisq
group_22335	1.00E-02	5.62E-01	5.80E-01	-9.69E-02	1.75E-01	3.21E-02	bad-chisq
group_22300	1.00E-02	5.62E-01	5.27E-01	-1.11E-01	1.75E-01	3.67E-02	bad-chisq
group_22273	1.00E-02	1.76E-01	1.87E-01	2.30E-01	1.74E-01	7.64E-02	bad-chisq
group_22253	1.00E-02	5.62E-01	6.27E-01	-8.65E-02	1.78E-01	2.82E-02	bad-chisq
group_22249	1.00E-02	5.62E-01	5.72E-01	-9.87E-02	1.74E-01	3.28E-02	bad-chisq
group_22228	1.00E-02	1.76E-01	1.78E-01	2.35E-01	1.74E-01	7.80E-02	bad-chisq
group_22193	1.00E-02	5.62E-01	6.64E-01	-7.80E-02	1.79E-01	2.52E-02	bad-chisq
group_22138	1.00E-02	5.62E-01	5.78E-01	-9.74E-02	1.75E-01	3.23E-02	bad-chisq
group_22106	1.00E-02	5.62E-01	5.56E-01	-1.03E-01	1.74E-01	3.41E-02	bad-chisq
group_22103	1.00E-02	1.76E-01	1.76E-01	2.37E-01	1.74E-01	7.83E-02	bad-chisq
group_22078	1.00E-02	5.62E-01	5.46E-01	-1.05E-01	1.74E-01	3.50E-02	bad-chisq
group_22074	1.00E-02	1.76E-01	1.62E-01	2.44E-01	1.74E-01	8.09E-02	bad-chisq
group_22059	1.00E-02	5.62E-01	5.79E-01	-9.69E-02	1.75E-01	3.21E-02	bad-chisq
group_22050	1.00E-02	5.62E-01	5.64E-01	-1.01E-01	1.75E-01	3.35E-02	bad-chisq
group_22035	1.00E-02	1.76E-01	1.62E-01	2.44E-01	1.74E-01	8.09E-02	bad-chisq
group_22027	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_21980	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_21976	1.00E-02	1.76E-01	1.74E-01	2.37E-01	1.74E-01	7.88E-02	bad-chisq
group_21934	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_21884	1.00E-02	5.62E-01	5.41E-01	-1.07E-01	1.74E-01	3.54E-02	bad-chisq
group_21839	1.00E-02	5.62E-01	5.63E-01	-1.01E-01	1.75E-01	3.35E-02	bad-chisq
group_21788	1.00E-02	1.76E-01	1.84E-01	2.32E-01	1.74E-01	7.69E-02	bad-chisq
group_21772	1.00E-02	5.62E-01	5.64E-01	-1.01E-01	1.75E-01	3.34E-02	bad-chisq
group_21771	1.00E-02	5.62E-01	5.41E-01	-1.07E-01	1.74E-01	3.54E-02	bad-chisq
group_21763	1.00E-02	5.62E-01	6.27E-01	-8.65E-02	1.78E-01	2.82E-02	bad-chisq
group_21755	1.00E-02	1.01E-03	9.60E-04	5.72E-01	1.71E-01	1.90E-01	bad-chisq
group_21750	1.00E-02	5.62E-01	6.28E-01	-8.60E-02	1.77E-01	2.81E-02	bad-chisq
group_21731	1.00E-02	1.01E-03	1.06E-03	5.67E-01	1.71E-01	1.88E-01	bad-chisq
group_21708	1.00E-02	1.76E-01	1.63E-01	2.44E-01	1.74E-01	8.08E-02	bad-chisq
group_21700	1.00E-02	5.62E-01	5.52E-01	-1.04E-01	1.74E-01	3.45E-02	bad-chisq
group_21674	1.00E-02	1.76E-01	1.78E-01	2.36E-01	1.75E-01	7.80E-02	bad-chisq
group_21673	1.00E-02	1.76E-01	1.76E-01	2.37E-01	1.74E-01	7.83E-02	bad-chisq
group_21644	1.00E-02	5.62E-01	5.80E-01	-9.69E-02	1.75E-01	3.21E-02	bad-chisq
group_21643	1.00E-02	5.62E-01	5.64E-01	-1.01E-01	1.74E-01	3.34E-02	bad-chisq
